id,name,nationality,city,gender,ethnic.group,english.grade,math.grade,sciences.grade,language.grade
1372,Student_1372,Germany,New York,Female,Group_C,73,77,79,87
1373,Student_1373,Germany,New York,Male,Group_A,84,80,93,75
1374,Student_1374,China,New York,Male,Group_B,63,60,97,60
1375,Student_1375,Germany,Mumbai,Female,Group_C,63,72,97,75
1376,Student_1376,India,New York,Female,Group_B,59,51,76,66
1377,Student_1377,China,Berlin,Female,Group_B,61,89,70,73
1378,Student_1378,India,London,Male,Group_B,87,90,69,77
1379,Student_1379,USA,Mumbai,Female,Group_A,93,76,53,84
1380,Student_1380,India,Beijing,Male,Group_B,95,84,60,80
1381,Student_1381,USA,Beijing,Male,Group_C,83,51,62,62
1382,Student_1382,USA,London,Female,Group_A,90,88,58,84
1383,Student_1383,India,Mumbai,Female,Group_C,59,86,53,65
1384,Student_1384,China,New York,Male,Group_C,66,70,61,64
1385,Student_1385,Germany,New York,Female,Group_A,66,54,58,92
1386,Student_1386,Germany,Berlin,Female,Group_C,52,94,62,67
1387,Student_1387,USA,Berlin,Male,Group_C,80,70,97,96
1388,Student_1388,USA,New York,Female,Group_A,50,78,75,86
1389,Student_1389,China,Beijing,Male,Group_C,61,69,87,97
1390,Student_1390,UK,Beijing,Male,Group_B,88,87,91,97
1391,Student_1391,India,Berlin,Female,Group_C,53,69,62,98
1392,Student_1392,USA,London,Male,Group_B,91,99,88,90
1393,Student_1393,Germany,New York,Male,Group_C,62,74,77,76
1394,Student_1394,China,Berlin,Female,Group_A,83,51,68,84
1395,Student_1395,India,Berlin,Female,Group_A,91,81,73,94
1396,Student_1396,China,New York,Female,Group_C,70,75,68,84
1397,Student_1397,India,New York,Male,Group_A,71,55,98,77
1398,Student_1398,India,Beijing,Male,Group_C,53,90,62,88
1399,Student_1399,USA,London,Female,Group_A,67,52,62,87
1400,Student_1400,China,London,Male,Group_B,54,82,77,58
1401,Student_1401,China,New York,Female,Group_C,68,50,51,61
1402,Student_1402,Germany,Mumbai,Female,Group_B,51,54,59,64
1403,Student_1403,Germany,Berlin,Male,Group_B,61,62,71,70
1404,Student_1404,USA,Berlin,Female,Group_C,66,68,62,84
1405,Student_1405,USA,New York,Male,Group_B,59,61,58,91
1406,Student_1406,UK,Mumbai,Male,Group_C,83,97,82,82
1407,Student_1407,Germany,Beijing,Female,Group_B,55,74,63,68
1408,Student_1408,India,New York,Male,Group_C,57,84,97,72
1409,Student_1409,China,New York,Female,Group_C,60,61,69,62
1410,Student_1410,USA,Berlin,Male,Group_A,61,79,64,93
1411,Student_1411,China,New York,Male,Group_C,58,54,81,50
1412,Student_1412,China,New York,Male,Group_C,51,83,82,78
1413,Student_1413,UK,New York,Female,Group_B,57,71,66,73
1414,Student_1414,Germany,Berlin,Male,Group_C,60,88,73,65
1415,Student_1415,USA,Beijing,Female,Group_A,85,62,79,74
1416,Student_1416,China,Beijing,Male,Group_B,59,96,62,72
1417,Student_1417,USA,New York,Male,Group_B,70,52,96,77
1418,Student_1418,India,Berlin,Female,Group_A,69,69,97,96
1419,Student_1419,UK,Beijing,Female,Group_B,97,80,65,65
1420,Student_1420,India,Beijing,Female,Group_B,57,54,51,92
1421,Student_1421,USA,Beijing,Female,Group_B,85,73,66,87
1422,Student_1422,USA,Berlin,Female,Group_B,78,89,81,60
1423,Student_1423,Germany,Berlin,Male,Group_A,91,82,92,52
1424,Student_1424,China,New York,Male,Group_A,61,57,57,64
1425,Student_1425,China,London,Female,Group_B,63,73,52,50
1426,Student_1426,India,Beijing,Male,Group_B,97,99,61,56
1427,Student_1427,UK,London,Male,Group_A,99,69,69,50
1428,Student_1428,China,Berlin,Male,Group_A,70,65,65,98
1429,Student_1429,Germany,Berlin,Female,Group_A,71,99,63,81
1430,Student_1430,India,Berlin,Male,Group_B,70,61,65,58
1431,Student_1431,India,London,Male,Group_B,93,62,98,78
1432,Student_1432,Germany,Berlin,Male,Group_C,99,94,92,75
1433,Student_1433,UK,New York,Female,Group_A,79,91,98,72
1434,Student_1434,Germany,Berlin,Male,Group_B,88,88,82,94
1435,Student_1435,UK,Mumbai,Male,Group_A,69,74,79,92
1436,Student_1436,Germany,London,Female,Group_B,73,95,61,78
1437,Student_1437,Germany,Mumbai,Female,Group_A,72,81,64,87
1438,Student_1438,USA,Berlin,Male,Group_B,56,73,67,82
1439,Student_1439,India,New York,Male,Group_C,58,97,77,56
1440,Student_1440,Germany,Beijing,Female,Group_C,50,96,72,61
1441,Student_1441,Germany,Berlin,Female,Group_A,75,93,63,80
1442,Student_1442,China,New York,Female,Group_B,87,58,79,81
1443,Student_1443,India,London,Female,Group_B,87,89,82,69
1444,Student_1444,China,Mumbai,Female,Group_A,93,99,94,66
1445,Student_1445,India,Mumbai,Female,Group_B,71,72,64,85
1446,Student_1446,China,Mumbai,Female,Group_A,93,99,56,52
1447,Student_1447,Germany,London,Male,Group_B,59,62,64,50
1448,Student_1448,Germany,New York,Female,Group_A,55,81,91,99
1449,Student_1449,USA,London,Female,Group_B,66,99,95,76
1450,Student_1450,China,Mumbai,Male,Group_A,99,64,87,96
1451,Student_1451,UK,Berlin,Female,Group_B,87,85,95,89
1452,Student_1452,USA,Beijing,Female,Group_C,73,98,93,82
1453,Student_1453,China,London,Male,Group_B,59,54,60,69
1454,Student_1454,China,London,Female,Group_A,57,71,78,63
1455,Student_1455,USA,New York,Male,Group_C,70,65,80,85
1456,Student_1456,Germany,New York,Male,Group_B,55,90,74,54
1457,Student_1457,China,London,Male,Group_C,70,59,73,72
1458,Student_1458,Germany,Mumbai,Male,Group_B,88,73,68,94
1459,Student_1459,USA,Beijing,Female,Group_C,73,67,51,64
1460,Student_1460,Germany,New York,Male,Group_A,82,98,71,55
1461,Student_1461,India,Mumbai,Male,Group_B,67,67,69,82
1462,Student_1462,UK,Berlin,Female,Group_B,77,56,82,68
1463,Student_1463,China,New York,Male,Group_A,81,53,57,62
1464,Student_1464,UK,Mumbai,Male,Group_C,61,75,74,78
1465,Student_1465,Germany,Mumbai,Male,Group_A,97,54,95,55
1466,Student_1466,China,Beijing,Male,Group_A,91,65,58,64
1467,Student_1467,Germany,Beijing,Female,Group_C,76,84,83,65
1468,Student_1468,India,Berlin,Male,Group_A,59,75,72,73
1469,Student_1469,USA,Mumbai,Female,Group_B,95,67,54,72
1470,Student_1470,China,Mumbai,Female,Group_B,91,78,74,97
1471,Student_1471,India,Beijing,Male,Group_B,81,72,57,59
1472,Student_1472,India,New York,Male,Group_A,91,63,65,90
1473,Student_1473,China,New York,Male,Group_B,75,64,97,90
1474,Student_1474,Germany,London,Male,Group_B,74,98,94,98
1475,Student_1475,India,Beijing,Female,Group_B,60,82,64,66
1476,Student_1476,UK,London,Female,Group_B,72,74,50,98
1477,Student_1477,India,Beijing,Female,Group_B,83,70,71,93
1478,Student_1478,Germany,Berlin,Male,Group_B,89,66,52,94
1479,Student_1479,Germany,Mumbai,Female,Group_A,72,72,87,79
1480,Student_1480,UK,Berlin,Male,Group_B,78,92,63,93
1481,Student_1481,India,Beijing,Male,Group_B,80,66,85,95
1482,Student_1482,Germany,Mumbai,Male,Group_C,56,63,67,59
1483,Student_1483,China,New York,Male,Group_A,89,78,96,68
1484,Student_1484,USA,New York,Male,Group_A,82,69,90,78
1485,Student_1485,USA,London,Female,Group_A,70,79,67,51
1486,Student_1486,USA,Beijing,Female,Group_A,51,68,52,85
1487,Student_1487,India,Beijing,Male,Group_B,67,88,59,68
1488,Student_1488,UK,New York,Female,Group_B,96,62,98,56
1489,Student_1489,Germany,Berlin,Male,Group_C,82,67,88,75
1490,Student_1490,China,Mumbai,Male,Group_C,86,72,96,64
1491,Student_1491,China,Berlin,Male,Group_A,83,95,50,96
1492,Student_1492,India,Berlin,Female,Group_C,69,82,76,87
1493,Student_1493,USA,New York,Male,Group_C,84,88,76,52
1494,Student_1494,India,New York,Male,Group_A,99,89,60,87
1495,Student_1495,UK,New York,Female,Group_A,67,67,98,65
1496,Student_1496,UK,London,Female,Group_C,95,58,54,51
1497,Student_1497,Germany,Berlin,Female,Group_B,73,82,56,80
1498,Student_1498,Germany,Beijing,Male,Group_C,57,81,68,77
1499,Student_1499,UK,Mumbai,Male,Group_C,79,66,78,56
1500,Student_1500,UK,London,Female,Group_B,93,68,64,79
